StudentNumber,Gender,GradeLevel,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,RiskRating
208,Male,1,4,7,2,7,1,7,6,2,7,4,6,2,5,5,3,6,6,6,2,5,5,4,5,5,6,4,7,4,Low
209,Male,1,4,5,6,6,3,7,5,6,7,5,7,2,6,6,4,7,3,7,2,4,6,4,7,5,6,5,5,6,Low
210,Male,1,6,5,3,7,2,6,2,5,4,4,5,2,5,6,3,6,3,7,3,7,7,5,5,4,7,2,6,5,Low
211,Female,1,4,7,3,6,3,7,3,4,7,3,7,3,4,7,2,6,4,5,1,6,5,3,5,4,6,3,7,5,Low
212,Female,1,4,4,4,7,4,4,4,4,4,6,4,4,4,4,3,4,4,6,4,5,4,4,4,2,7,4,4,4,Low
213,Female,1,4,7,4,5,1,7,3,5,5,1,6,2,6,5,4,3,4,5,1,5,5,3,5,5,5,1,4,5,Low
214,Female,1,4,4,3,5,2,5,4,2,6,5,6,2,7,7,6,7,4,5,3,6,2,3,4,3,6,3,4,6,Low
215,Female,1,4,6,4,6,4,6,3,2,7,4,5,3,5,6,6,6,3,7,4,6,7,4,6,4,7,2,5,7,Low
216,Female,1,4,4,4,5,1,5,2,4,6,4,5,2,4,6,3,7,4,7,1,5,6,2,7,6,5,2,4,7,Low
217,Male,1,2,3,4,7,2,6,3,5,7,3,7,3,6,6,3,5,4,5,2,5,6,6,6,3,7,3,4,7,Low
218,Male,1,5,4,6,6,2,6,5,3,7,5,6,3,6,7,5,4,2,4,3,7,6,3,5,3,5,2,6,7,Low
219,Female,1,5,5,4,5,1,6,5,4,5,5,5,3,5,7,4,6,4,5,2,6,6,4,6,6,4,2,4,6,Low
220,Female,1,4,6,4,4,6,6,1,3,7,2,5,1,4,2,3,3,2,6,1,5,5,2,5,2,5,1,3,3,Low
221,Male,1,3,6,4,6,1,3,3,1,7,3,5,2,7,6,7,5,6,6,3,6,7,4,7,3,5,2,7,6,Low
222,Female,1,4,5,4,5,2,6,3,5,6,2,6,1,4,5,4,4,3,5,1,7,5,2,5,3,5,1,4,7,Low
223,Female,1,5,6,1,5,3,7,4,3,7,5,7,3,6,5,5,3,3,5,3,6,6,3,5,3,6,2,5,7,Low
224,Male,1,4,6,4,6,4,7,6,3,7,5,5,1,7,5,2,6,4,5,1,6,6,4,5,5,5,2,7,6,Low
225,Female,1,4,7,5,5,2,7,5,2,7,4,6,2,5,6,4,6,4,4,4,5,6,4,5,4,6,2,5,5,Low
226,Male,1,4,6,6,4,2,3,4,2,3,4,4,6,6,2,4,6,6,4,6,6,2,2,4,2,4,4,4,2,Medium
227,Female,1,3,6,4,6,2,7,4,3,7,4,5,3,7,6,4,5,1,6,2,4,7,4,5,5,7,2,4,7,Low
228,Male,1,2,4,2,4,1,6,3,4,5,2,4,2,4,5,3,5,2,6,2,6,5,2,6,3,5,2,5,5,Low
229,Male,1,5,5,4,7,2,4,3,3,6,5,3,2,6,5,2,5,3,6,4,6,6,4,7,4,6,1,6,7,Low
230,Female,1,4,6,4,6,3,7,2,4,7,3,6,4,5,6,5,7,3,6,2,6,7,4,7,3,6,1,4,5,Low
231,Male,1,4,5,4,6,2,6,3,2,5,4,5,2,5,6,4,5,3,5,3,5,6,3,7,5,7,1,6,5,Low
232,Female,1,4,4,3,5,4,6,4,4,7,4,7,2,6,6,5,6,6,7,3,7,5,3,6,5,6,2,5,6,Low
233,Female,1,4,6,4,7,3,7,4,4,6,3,5,3,6,6,4,6,4,5,2,5,7,5,7,4,6,3,6,6,Low
234,Female,1,5,5,5,7,1,4,2,6,6,5,5,2,5,6,6,2,2,6,3,7,5,5,7,5,3,2,6,6,Low
235,Male,1,3,5,3,5,1,6,6,3,6,3,5,4,5,4,5,7,4,6,3,5,7,4,7,3,7,2,5,7,Low
236,Female,1,4,6,5,5,3,6,3,5,7,4,7,2,7,6,5,6,4,5,2,5,4,3,5,5,6,4,7,6,Low
237,Female,1,4,6,4,7,3,6,5,5,6,4,6,1,6,6,4,5,3,6,2,6,6,3,5,3,5,2,6,6,Low
238,Male,1,3,5,3,4,3,6,3,5,6,5,5,1,6,6,4,6,3,6,2,6,7,4,6,4,6,2,7,7,Low
239,Female,1,3,5,3,6,2,6,3,3,6,5,7,1,7,7,3,7,5,6,2,6,5,6,7,3,6,2,6,6,Low
240,Female,1,3,6,4,7,1,6,3,4,7,5,6,1,7,5,3,5,2,7,3,6,5,3,5,5,7,1,4,6,Low
241,Male,1,3,7,4,6,5,7,1,3,6,4,4,3,7,4,5,7,5,4,2,6,7,4,7,5,5,3,6,6,Low
242,Male,1,3,5,4,6,2,6,4,5,6,4,6,2,6,7,2,7,3,6,6,6,5,5,7,3,6,3,7,7,Low
243,Female,1,3,5,2,3,1,5,1,4,5,5,4,3,6,6,4,6,3,7,1,4,4,4,3,2,4,2,5,5,Low
244,Male,1,3,5,6,4,2,5,3,5,5,3,5,2,6,6,4,6,4,6,3,6,7,4,6,1,6,4,6,7,Low
245,Male,1,4,6,3,6,3,7,5,3,5,5,5,2,4,5,5,7,6,5,3,5,7,3,5,4,7,3,6,7,Low
246,Female,1,4,6,4,5,2,7,5,3,4,3,7,3,5,7,5,6,2,5,1,6,5,3,7,3,6,3,5,6,Low
247,Female,1,3,7,3,6,3,7,5,3,7,5,4,1,7,7,4,4,4,5,4,6,7,2,5,5,6,1,7,5,Low
248,Female,1,5,3,3,6,3,6,2,2,6,1,6,3,6,7,5,7,5,4,3,5,6,4,4,5,5,2,6,7,Low
249,Male,1,3,4,3,6,1,5,3,3,6,3,6,2,7,6,4,5,5,7,2,6,7,4,6,4,5,4,6,7,Low
250,Female,1,3,7,3,6,2,6,5,4,7,5,6,2,7,5,3,6,4,4,1,7,5,4,7,4,6,1,4,7,Low
251,Female,1,4,7,4,5,2,5,4,3,5,4,5,1,7,6,5,7,3,7,1,7,6,4,5,4,4,3,3,5,Low
252,Female,1,4,6,5,6,3,7,6,5,7,4,6,2,7,1,2,5,1,6,2,5,6,3,4,4,6,2,5,5,Low
253,Male,1,5,6,6,6,4,6,4,6,7,4,7,6,6,7,6,6,5,6,3,7,5,4,6,4,7,4,6,7,Low
254,Female,1,6,7,3,6,1,7,6,4,7,2,7,2,6,5,5,5,3,5,2,6,7,3,6,3,6,1,6,6,Low
255,Male,1,1,6,4,5,2,6,4,3,7,3,6,3,5,5,5,6,4,3,1,6,6,5,6,5,4,3,6,5,Low
256,Male,1,4,5,4,7,3,5,5,5,6,3,7,2,7,6,4,6,5,7,4,6,4,2,6,4,5,4,7,5,Low
257,Female,1,3,5,5,5,3,4,3,5,6,3,6,2,7,6,3,2,4,5,2,6,6,4,5,5,4,1,5,6,Low
258,Female,1,4,6,6,6,3,7,4,3,6,3,6,2,7,2,4,6,5,7,3,1,6,5,7,5,5,2,6,4,Low
259,Male,1,3,5,4,6,2,6,4,3,5,4,7,2,5,7,4,7,3,5,2,7,6,4,6,5,6,1,6,5,Low
260,Female,1,3,5,4,5,1,6,3,4,7,3,6,1,7,6,2,7,5,7,1,6,6,3,7,5,7,1,7,4,Low
261,Female,1,3,7,3,4,3,7,5,4,7,2,6,2,6,6,3,6,4,5,2,5,4,2,6,3,5,2,4,3,Low
262,Male,1,5,6,4,7,2,7,3,4,7,5,6,2,1,6,4,5,4,6,2,5,5,2,6,3,6,2,6,7,Low
263,Male,1,3,5,6,6,2,5,3,4,5,4,6,2,5,7,4,6,6,6,1,7,7,3,4,5,5,2,6,6,Low
264,Female,1,2,6,5,5,2,7,3,3,7,3,7,3,5,6,4,6,2,6,1,5,7,1,5,2,6,3,6,5,Low
265,Female,1,4,7,4,6,3,7,5,4,7,7,5,2,6,6,6,5,3,7,1,4,4,2,6,3,7,2,5,4,Low
266,Male,1,2,3,4,5,1,4,2,3,5,3,5,1,5,5,2,6,4,4,1,6,6,4,4,3,5,1,5,4,Low
267,Male,1,4,4,2,4,2,4,4,3,6,5,7,2,7,5,4,6,4,7,1,6,6,3,7,4,5,1,7,6,Low
268,Male,1,4,7,4,4,2,5,4,4,5,4,4,1,4,7,4,4,4,4,2,4,6,4,4,4,4,4,5,5,Low
269,Female,1,4,7,4,5,1,6,5,4,7,5,7,2,7,6,4,7,3,6,2,5,6,4,6,4,5,1,7,5,Low
270,Male,1,3,6,4,5,1,4,4,4,7,3,5,1,6,5,5,5,3,5,2,4,6,3,6,3,6,4,7,5,Low
271,Female,1,4,7,3,5,3,6,4,3,7,3,6,2,6,6,6,6,5,5,2,6,6,4,5,3,5,3,6,7,Low
272,Female,1,4,7,5,6,2,7,4,4,5,4,5,2,7,4,5,7,5,7,2,5,7,4,7,3,7,1,5,7,Low
273,Male,1,3,7,4,5,3,7,2,4,7,4,5,4,5,4,4,1,4,6,4,6,5,3,7,2,6,3,6,5,Low
274,Male,1,3,4,4,7,2,7,4,5,6,4,6,2,6,7,3,7,3,5,2,5,5,5,6,4,5,4,5,5,Low
275,Male,1,3,5,3,5,2,4,3,3,6,2,4,1,3,5,2,4,3,5,1,4,4,3,5,2,6,3,5,6,Low
276,Male,1,4,7,5,6,1,7,3,5,7,3,5,1,6,5,1,6,5,4,1,7,6,3,6,2,5,3,6,7,Low
277,Female,1,6,5,4,6,2,4,4,2,6,3,5,3,5,6,2,6,4,5,1,5,7,3,5,5,4,1,6,6,Low
278,Female,1,7,7,5,7,3,7,4,4,7,4,7,2,7,5,5,5,3,7,3,7,5,4,6,6,7,2,7,5,Low
279,Male,1,3,5,3,5,2,5,2,3,6,3,4,1,6,4,1,4,3,4,2,4,4,2,4,3,6,2,5,6,Low
280,Male,1,4,6,4,5,2,7,4,5,6,3,3,1,5,7,4,6,6,6,1,6,6,3,4,2,7,2,7,7,Low
281,Female,1,4,6,6,7,4,7,4,6,7,4,7,4,5,7,6,7,3,6,4,5,7,6,7,6,5,6,7,5,Low
282,Female,1,5,4,6,6,2,4,3,5,4,4,6,3,6,7,5,5,5,6,1,7,5,3,6,4,5,2,6,5,Low
283,Female,1,5,6,3,5,3,7,2,2,6,4,7,2,6,5,2,7,5,7,2,6,7,4,7,4,6,3,6,7,Low
284,Female,1,4,5,4,5,1,7,4,5,5,3,7,4,6,6,5,6,3,7,3,5,5,4,7,5,6,3,6,5,Low
285,Female,1,5,7,6,5,1,7,4,4,5,4,7,1,6,6,4,7,4,6,2,5,6,4,6,4,6,2,5,6,Low
286,Female,1,4,7,4,6,1,7,5,2,7,4,5,3,5,4,3,7,4,6,3,6,5,3,6,4,5,3,6,4,Low
287,Female,1,1,5,3,5,1,5,4,5,6,4,6,1,6,5,5,7,3,6,3,4,6,3,4,2,5,1,5,6,Low
288,Female,1,4,5,3,5,2,3,5,4,7,4,6,2,7,5,3,5,1,5,1,7,5,4,7,2,5,3,7,5,Low
289,Male,1,4,6,4,7,2,4,3,4,6,2,6,2,7,5,5,7,3,4,1,5,6,4,5,3,6,1,6,6,Low
290,Female,1,2,5,1,4,1,6,3,2,5,3,5,1,3,4,4,5,3,5,2,3,4,3,4,2,6,1,4,4,Low
291,Male,1,4,6,5,6,2,7,4,4,7,2,6,1,6,7,2,7,4,6,3,6,5,4,6,2,5,1,7,5,Low
292,Male,1,5,7,4,7,4,7,4,3,7,2,7,1,7,6,5,6,4,3,1,6,7,3,7,6,6,2,7,7,Low
293,Male,1,6,5,5,6,1,4,4,3,7,4,7,4,7,4,2,6,5,5,1,6,6,4,5,4,5,2,6,6,Low
294,Male,1,5,4,4,5,3,5,4,5,7,7,6,1,6,6,3,6,4,7,1,6,6,4,6,4,7,3,5,6,Low
295,Male,1,3,7,3,5,2,7,4,7,7,4,7,3,7,7,6,4,5,4,1,7,5,2,7,5,7,1,6,7,Low
296,Male,1,5,5,3,4,1,5,5,4,6,5,5,4,6,6,4,7,4,6,3,5,5,3,6,4,4,1,6,5,Low
297,Female,1,3,6,3,5,4,6,4,4,4,4,5,2,6,5,4,6,3,7,1,7,5,4,6,3,6,1,6,5,Low
298,Male,1,6,6,4,7,2,6,5,3,7,5,5,1,5,4,4,6,4,6,1,6,7,4,5,3,6,3,7,5,Low
299,Male,1,4,4,4,4,4,4,4,4,6,4,4,2,4,7,4,4,4,6,4,4,4,2,4,4,4,1,4,5,Low
300,Female,1,4,6,4,5,2,7,4,3,7,4,7,3,6,5,4,7,5,5,2,5,4,4,7,6,4,1,5,7,Low
301,Male,1,3,5,3,5,1,4,1,5,6,5,6,3,7,6,3,6,3,5,2,6,7,3,6,6,7,1,5,6,Low
302,Male,1,3,5,4,7,1,6,4,5,7,5,6,2,6,6,6,6,4,6,1,6,7,4,7,3,7,2,5,5,Low
303,Female,1,3,5,3,6,3,5,5,3,6,3,6,1,5,5,5,6,3,5,2,7,7,3,5,4,5,4,5,4,Low
304,Female,1,4,4,4,6,2,6,4,2,4,2,5,1,4,4,1,5,3,5,1,4,6,1,5,4,5,1,4,4,Low
305,Female,1,4,7,5,4,3,7,6,3,7,5,6,2,7,6,5,6,5,7,3,6,7,5,7,5,6,3,6,6,Low
306,Male,1,4,5,4,6,2,4,4,2,6,3,7,4,4,6,4,5,4,6,2,7,6,4,6,3,5,1,7,7,Low
307,Male,1,5,6,2,6,1,7,4,3,7,3,5,3,4,5,1,5,2,7,2,4,7,5,7,3,5,3,6,5,Low
308,Male,1,3,2,6,4,3,4,4,3,6,3,5,3,3,6,3,4,4,7,2,4,6,3,5,2,5,2,7,5,Low
309,Female,1,5,6,4,7,3,7,3,6,7,5,7,2,5,6,3,7,6,7,2,7,7,4,6,4,6,2,7,5,Low
310,Male,1,2,5,4,7,2,5,4,5,6,4,7,2,7,4,3,6,4,6,2,7,5,5,7,3,5,3,5,7,Low
311,Female,1,1,5,4,3,2,4,3,3,6,3,6,1,4,5,5,5,4,6,1,5,5,6,5,3,4,1,2,5,Low
312,Female,1,3,6,5,7,1,7,3,4,7,5,6,1,6,6,1,6,3,5,2,6,6,4,6,3,5,3,5,6,Low
313,Male,1,2,7,4,5,3,7,3,4,7,2,7,3,5,5,3,5,4,7,3,6,6,6,6,3,6,3,6,7,Low
314,Female,1,4,6,4,6,4,7,4,4,7,2,6,2,6,5,5,6,6,6,2,7,6,5,5,3,6,1,6,6,Low
315,Female,1,4,5,5,5,1,5,3,3,7,4,6,1,6,5,3,5,3,6,3,6,4,3,7,3,6,4,7,7,Low
316,Male,1,3,7,5,6,3,6,3,3,7,3,7,1,6,5,4,5,5,6,4,5,6,3,6,6,6,3,7,5,Low
317,Female,1,4,6,4,6,3,7,5,4,7,5,5,1,5,7,5,6,4,7,4,5,4,4,6,2,5,1,7,4,Low
318,Male,1,5,5,3,6,1,7,4,5,4,3,7,2,5,5,1,6,5,6,1,7,5,4,6,4,6,1,7,6,Low
319,Male,1,5,7,6,5,2,6,4,6,6,3,5,1,6,7,3,4,4,7,3,4,6,2,5,6,5,2,7,5,Low
320,Male,1,4,4,6,6,2,4,4,2,4,4,6,4,2,2,6,6,4,6,2,2,6,6,4,6,2,6,2,2,Low
321,Male,1,2,6,6,2,4,3,2,2,5,2,4,6,2,6,4,6,6,4,6,2,2,4,4,2,4,2,5,2,Low
322,Female,1,4,5,4,7,3,6,2,3,6,3,6,2,5,7,3,7,4,6,1,6,6,6,7,3,6,1,6,5,Low
323,Female,1,4,4,4,4,4,4,6,2,4,2,4,6,4,6,4,2,6,4,4,2,6,4,2,4,4,2,4,6,Medium
324,Female,1,5,5,4,4,2,5,2,4,7,3,6,1,7,6,5,6,2,6,3,5,5,2,7,3,7,2,6,1,Low
325,Female,1,3,6,3,6,1,6,3,4,6,3,7,2,7,5,4,6,3,5,2,4,7,4,7,3,5,2,6,7,Low
326,Female,1,3,6,3,6,2,7,4,3,7,3,4,3,6,5,4,6,4,7,3,4,5,3,6,3,5,2,5,5,Low
327,Male,1,5,6,2,5,2,7,4,3,7,3,6,3,5,5,4,5,4,6,3,7,5,4,5,4,6,1,6,6,Low
328,Male,1,4,7,6,6,1,6,4,4,7,3,4,1,6,4,4,6,3,6,1,6,5,2,5,4,7,2,5,3,Low
329,Female,1,4,6,4,5,3,7,6,3,7,3,5,1,5,6,4,6,2,7,1,5,7,4,4,3,5,2,7,5,Low
330,Female,1,3,7,4,6,1,7,5,4,6,4,6,3,7,6,3,6,4,6,2,7,4,4,5,3,6,3,5,4,Low
331,Female,1,4,6,7,7,1,5,4,3,7,4,6,1,6,6,3,7,3,6,2,7,7,5,5,3,5,2,7,6,Low
332,Female,1,2,5,5,7,1,5,3,5,7,3,7,4,7,5,4,5,4,7,3,6,6,4,5,3,4,3,7,5,Low
333,Female,1,5,6,6,7,4,7,7,3,7,3,5,4,7,6,4,7,2,7,2,6,6,4,7,3,7,2,6,4,Low
334,Female,1,4,7,4,4,4,5,5,4,5,4,7,3,4,4,4,4,4,4,3,4,5,4,4,4,4,4,7,7,Low
335,Male,1,4,6,3,7,1,7,3,4,7,6,6,3,4,6,2,5,5,7,2,1,6,3,6,4,6,2,6,5,Low
336,Female,1,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,4,4,7,4,4,4,4,4,4,4,4,4,4,Low
337,Female,1,3,5,4,7,1,6,4,2,4,4,6,2,4,7,3,5,3,7,1,5,6,5,7,3,4,2,4,7,Low
338,Female,1,4,7,2,6,1,7,4,5,5,4,5,3,7,5,5,4,5,5,1,6,5,5,7,4,7,3,5,2,Low
339,Female,1,2,4,4,2,4,2,4,2,2,4,6,2,4,4,4,4,4,2,2,2,4,6,4,6,4,4,2,4,Low
340,Female,1,4,6,4,4,2,6,6,6,7,3,7,1,4,5,2,6,3,4,1,5,5,3,6,3,7,1,6,6,Low
341,Female,1,2,7,3,6,2,6,3,4,7,3,6,1,6,7,3,7,4,7,2,5,7,4,5,5,6,2,6,4,Low
342,Male,1,4,7,4,5,3,6,4,3,6,5,6,4,5,5,5,6,5,6,3,6,6,4,5,4,6,1,7,7,Low
343,Male,1,4,7,3,5,3,7,2,2,7,3,6,3,4,5,1,6,3,7,1,6,7,3,6,4,6,2,6,5,Low
344,Female,1,5,7,3,6,2,7,3,2,6,5,7,4,6,5,6,7,4,7,2,6,6,5,7,3,6,3,7,7,Low
345,Male,1,4,5,4,3,3,7,4,5,7,5,7,3,6,7,5,5,5,6,3,6,5,5,7,5,7,4,7,7,Low
346,Male,1,2,6,5,7,3,7,4,4,7,4,5,1,6,4,4,5,4,4,2,6,2,5,7,3,5,1,6,7,Low
347,Male,1,5,5,2,5,1,5,4,3,7,4,6,1,6,6,3,5,5,4,1,6,6,3,6,4,7,3,7,6,Low
348,Male,1,4,1,3,6,3,6,3,3,7,3,5,3,5,6,5,6,5,6,1,6,5,3,7,5,7,1,4,5,Low
349,Male,1,6,6,3,6,4,5,4,3,7,4,4,3,7,6,4,7,4,6,2,6,4,4,7,3,6,1,6,6,Low
350,Female,1,6,6,3,7,1,5,4,6,6,4,4,3,5,7,4,6,2,7,3,7,6,4,5,3,5,2,7,5,Low
351,Male,1,3,6,4,6,4,2,5,4,7,4,6,5,6,5,4,5,4,6,3,7,5,6,5,4,7,2,7,5,Low
352,Female,1,2,6,4,6,3,7,2,4,7,2,4,2,7,6,2,6,3,5,2,6,6,5,7,3,5,1,5,4,Low
353,Female,1,3,5,3,5,1,6,4,4,4,3,5,1,7,6,3,6,4,5,1,5,5,4,6,5,7,3,6,6,Low
354,Female,1,3,5,3,7,1,5,4,4,7,5,5,3,5,5,4,7,4,7,2,5,5,4,6,6,3,1,5,6,Low
355,Male,1,3,4,3,4,2,6,4,6,5,1,5,3,6,6,4,6,4,6,3,6,6,3,5,5,6,4,6,6,Low
356,Male,1,4,4,3,3,1,6,4,2,4,3,6,3,6,5,2,6,4,6,2,5,6,3,6,4,6,3,5,6,Low
357,Female,1,3,4,3,3,2,5,5,4,4,4,4,1,6,5,3,5,5,5,1,7,4,3,7,4,7,2,5,5,Low
358,Female,1,4,7,3,6,2,6,5,5,7,5,7,2,6,7,5,7,5,7,1,5,6,5,6,3,6,3,6,6,Low
359,Male,1,4,5,4,5,4,5,4,4,5,2,5,1,6,5,4,4,4,5,4,5,7,2,6,3,6,2,5,6,Low
360,Male,1,4,6,4,7,2,7,3,4,6,3,5,3,4,6,4,6,5,4,1,7,5,2,5,3,7,1,7,7,Low
361,Female,1,2,6,5,7,1,6,3,4,6,4,5,3,4,7,4,1,3,6,2,7,6,4,7,5,5,2,6,6,Low
362,Male,1,3,3,5,6,1,5,4,5,7,3,6,1,5,5,4,7,4,5,3,6,7,4,6,4,3,3,6,6,Low
363,Male,1,4,5,4,6,1,6,5,5,4,5,6,3,5,5,5,7,3,6,2,5,6,3,4,3,6,2,7,6,Low
364,Female,1,4,6,4,5,2,7,4,5,7,4,7,3,6,7,4,4,4,5,2,4,3,3,5,5,6,2,7,7,Low
365,Female,1,3,6,5,6,1,7,6,3,6,6,6,2,6,6,2,6,4,6,4,6,5,5,7,5,4,4,5,7,Low
366,Female,1,5,7,2,4,2,5,4,3,6,3,5,1,6,5,5,5,4,6,1,6,7,1,6,2,5,2,6,4,Low
367,Male,1,4,6,4,4,1,6,4,4,6,5,5,1,5,5,6,4,4,6,1,6,5,4,6,4,5,1,4,7,Low
368,Male,1,3,5,5,4,2,6,4,3,5,4,7,2,5,6,4,6,4,6,1,7,7,5,5,6,6,1,5,4,Low
369,Male,1,4,6,5,5,2,5,4,3,6,3,5,3,5,4,5,7,5,6,3,7,7,2,6,4,6,2,6,6,Low
370,Female,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,7,3,4,3,4,4,4,4,4,6,4,7,5,Low
371,Female,1,6,7,3,6,2,7,4,3,7,5,5,3,6,6,3,4,3,5,2,7,6,4,5,1,7,1,7,5,Low
372,Female,1,4,6,5,7,2,7,4,6,7,4,7,4,7,7,5,6,3,5,3,6,6,4,6,6,7,5,7,7,Low
373,Female,1,5,7,5,6,3,7,4,4,5,2,6,1,5,6,3,7,6,6,2,6,7,5,6,4,6,3,5,4,Low
374,Female,1,3,4,3,3,1,5,3,5,4,4,3,3,5,4,5,5,4,5,1,5,5,4,4,3,4,1,4,4,Low
375,Female,1,3,7,3,5,1,7,5,4,6,5,5,2,5,4,5,6,4,5,2,6,5,5,7,5,7,1,5,5,Low
376,Female,1,4,3,2,6,1,6,4,4,7,3,6,2,5,7,4,6,3,7,4,7,4,4,6,4,5,1,6,6,Low
377,Male,1,4,3,5,6,4,4,3,5,5,4,6,4,6,6,3,7,3,6,3,6,7,2,7,7,5,3,5,7,Low
378,Female,1,4,6,4,6,2,7,3,4,7,4,6,1,5,6,1,7,5,4,2,6,6,3,6,6,7,3,5,5,Low
379,Female,1,4,5,2,2,1,6,5,3,6,4,4,3,3,4,2,5,3,6,1,5,6,2,4,4,5,2,4,5,Low
380,Male,1,5,5,2,6,1,7,3,4,6,5,5,1,6,5,4,6,3,7,3,6,5,6,5,4,7,2,6,7,Low
381,Male,1,4,6,4,5,3,7,3,5,6,4,6,3,6,7,2,7,4,7,3,6,6,4,7,4,7,3,6,5,Low
382,Female,1,3,7,4,6,1,7,2,5,7,5,5,3,5,5,4,7,4,7,2,5,4,4,7,4,6,2,6,5,Low
383,Female,1,4,6,2,7,2,5,4,3,7,3,5,2,2,6,5,7,1,7,2,5,5,4,7,4,4,1,6,7,Low
384,Male,1,4,5,5,5,3,5,5,5,6,4,6,2,5,5,4,7,5,6,2,7,7,4,4,3,6,4,6,7,Low
385,Male,1,3,5,5,6,1,7,5,4,7,3,4,3,4,6,5,5,5,5,1,5,5,4,5,4,5,2,7,6,Low
386,Male,1,4,5,4,6,4,6,5,5,4,6,7,2,4,5,1,6,4,7,2,3,5,5,5,4,5,1,6,7,Low
387,Female,1,4,5,3,6,1,7,6,1,7,4,6,4,7,7,3,5,3,6,2,5,6,5,6,6,6,2,6,6,Low
388,Male,1,5,6,4,5,1,7,5,2,7,2,5,4,7,6,4,7,3,7,2,6,7,3,5,1,6,1,6,7,Low
389,Female,1,5,7,3,3,3,7,4,2,7,3,7,1,7,7,5,5,3,4,1,5,7,3,1,2,6,2,7,6,Low
390,Female,1,3,5,5,7,1,6,4,2,7,4,5,1,5,6,5,5,2,4,1,6,6,6,6,4,6,3,6,6,Low
391,Female,1,5,7,4,5,3,7,4,5,7,5,7,3,6,7,2,6,4,7,2,5,6,3,6,4,6,2,6,6,Low
392,Female,1,3,6,4,6,3,7,4,6,5,4,7,1,5,5,3,5,4,6,4,6,6,1,7,5,5,4,6,6,Low
393,Male,1,4,6,4,5,2,7,5,6,7,5,7,2,6,7,4,5,5,5,2,5,5,5,5,4,5,2,4,7,Low
394,Female,1,3,5,4,4,2,5,3,3,5,4,7,2,7,7,3,7,4,6,3,6,5,3,6,4,7,1,6,5,Low
395,Male,1,3,3,4,6,3,6,4,4,6,3,4,1,5,7,5,4,4,5,1,4,6,4,7,3,7,1,7,5,Low
396,Female,1,4,6,5,5,2,4,2,2,6,5,5,4,5,5,4,6,4,5,3,5,6,3,4,3,5,2,7,6,Low
397,Male,1,4,7,3,6,1,7,4,6,7,4,5,3,5,5,5,5,3,6,2,4,6,4,7,5,5,2,5,6,Low
398,Male,1,3,7,7,7,2,5,3,3,7,3,5,3,7,5,3,5,5,6,1,6,5,4,5,5,7,4,5,6,Low
399,Female,1,3,4,4,6,2,7,4,5,6,4,6,3,4,7,3,5,3,5,2,6,6,1,7,1,6,4,7,6,Low
400,Male,1,4,4,6,6,6,4,2,6,2,6,2,2,4,2,4,6,4,4,6,2,6,6,4,4,6,2,4,6,Low
401,Female,1,3,6,4,6,2,7,2,6,7,4,5,3,5,7,4,6,4,7,3,7,5,6,5,4,6,1,5,5,Low
402,Female,1,5,5,4,7,3,6,5,4,7,5,5,6,6,6,3,7,5,5,3,6,7,3,5,6,6,1,7,5,Low
403,Male,1,5,4,5,6,2,5,3,5,5,3,5,3,5,7,2,4,5,4,1,6,6,5,6,3,5,2,7,6,Low
404,Female,1,4,4,4,6,4,4,5,4,4,4,6,3,4,4,4,4,4,4,4,4,7,4,6,4,4,4,4,6,Low
405,Male,1,3,7,3,5,1,7,5,4,7,5,6,3,5,6,1,6,5,7,3,7,7,4,5,5,7,3,7,5,Low
406,Male,1,3,5,4,4,1,6,4,4,7,5,7,3,6,5,2,5,3,6,1,6,6,4,6,5,4,1,4,4,Low
407,Male,1,4,6,4,4,3,7,4,4,5,4,6,3,4,5,5,4,4,4,4,4,6,4,4,4,4,3,4,5,Low
408,Male,1,3,5,5,6,2,5,4,3,7,3,7,3,7,5,4,7,5,6,2,2,5,4,6,5,4,3,6,7,Low
409,Female,1,4,6,5,6,1,7,5,3,7,4,6,1,6,7,4,6,4,4,2,6,5,4,7,4,5,2,6,5,Low
410,Male,1,3,4,4,4,2,6,5,5,7,4,5,3,7,5,5,5,5,7,1,5,6,2,4,4,5,3,7,7,Low
411,Female,1,3,6,4,6,3,6,5,3,7,2,5,2,5,5,4,7,4,5,3,5,6,3,5,6,5,2,5,5,Low
412,Male,1,4,4,5,6,3,5,5,4,7,6,7,4,5,7,5,7,5,5,2,7,7,3,6,6,7,3,7,7,Low
413,Male,1,4,6,5,5,2,6,3,2,7,4,6,3,6,5,5,6,5,6,1,7,7,2,7,3,4,2,4,6,Low
414,Female,1,4,5,4,5,3,6,5,3,7,5,6,2,4,6,2,5,5,5,2,5,1,2,6,3,5,3,4,7,Low
415,Female,1,3,6,3,5,1,7,3,2,7,4,4,1,7,5,5,6,3,6,2,4,5,4,5,3,4,1,6,5,Low
416,Female,1,3,7,4,6,2,7,1,4,6,5,6,3,7,7,5,6,5,7,2,7,7,2,5,4,7,1,7,7,Low
417,Male,1,4,7,3,5,2,7,3,2,7,3,6,4,6,5,4,7,4,4,3,7,7,3,5,3,7,2,5,6,Low
