Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
835,Female,1,3,2,4,7,7,4,6,6,7,1,5,7,3,1,5,1,7,3,4,4,6,4,3,3,4,6,1,5
836,Female,2,6,6,7,4,5,4,1,5,7,7,2,2,2,1,5,7,7,1,3,4,1,3,7,1,3,5,1,4
837,Male,3,2,6,5,6,5,1,2,4,2,2,6,4,7,6,3,2,3,6,4,6,1,3,3,6,3,5,1,3
838,Male,6,3,3,2,6,1,5,6,5,7,3,2,4,2,1,2,2,1,4,1,7,5,3,4,4,3,1,4,1
839,Male,12,6,2,2,5,6,7,2,4,2,6,1,7,2,4,5,3,3,3,2,7,2,1,2,7,7,7,4,1
840,Male,10,3,6,3,1,5,6,7,1,3,5,5,3,5,6,2,3,6,2,4,2,1,6,4,4,1,3,5,3
841,Female,7,4,4,7,2,3,4,5,1,3,7,7,6,5,1,7,5,2,1,7,2,4,6,4,7,5,3,2,3
842,Female,3,4,5,7,2,6,4,5,7,3,6,7,7,2,1,5,6,3,7,6,5,1,1,3,7,2,4,7,2
843,Male,10,5,5,1,4,4,1,6,3,7,4,1,5,7,4,6,1,6,2,1,1,2,3,6,1,4,2,2,3
844,Male,12,2,7,5,1,5,1,1,3,7,7,1,5,1,7,3,3,2,2,2,6,2,6,6,3,7,7,7,1
845,Female,9,5,5,6,2,1,4,7,2,3,6,5,3,2,2,4,5,7,2,5,7,7,3,6,6,3,6,1,4
846,Male,10,6,3,2,1,6,1,5,2,2,3,5,6,2,4,7,4,4,6,7,4,7,4,1,4,2,5,3,2
847,Male,11,4,3,2,3,4,2,2,1,4,2,1,7,3,5,3,7,1,3,3,1,5,6,3,6,3,2,2,2
848,Male,2,3,1,5,5,4,7,1,4,6,7,4,5,6,7,6,6,6,6,6,1,2,5,6,5,5,4,6,1
849,Male,7,1,3,4,3,6,3,5,5,7,2,6,6,4,2,4,6,3,4,3,5,6,1,5,1,6,5,2,3
850,Male,4,3,1,4,3,6,5,4,5,3,1,4,3,7,3,1,6,3,2,7,3,7,7,4,4,7,1,1,2
851,Female,7,6,1,7,4,7,4,4,4,4,2,4,7,1,2,2,7,2,4,1,2,2,3,1,6,6,3,3,1
852,Female,4,3,6,7,3,5,1,2,1,2,5,3,4,6,1,2,7,6,7,3,4,4,1,6,7,6,4,7,3
853,Male,9,3,3,2,7,2,5,3,4,7,2,1,5,3,4,7,4,1,1,7,3,1,1,1,4,4,5,2,5
854,Male,9,7,2,3,1,7,5,4,3,5,5,6,1,4,4,1,5,4,6,3,2,6,7,3,6,7,6,6,3
855,Male,7,2,4,2,3,5,3,5,2,5,1,7,7,2,2,6,1,2,4,7,4,2,7,4,6,5,4,2,6
856,Male,9,5,6,5,3,5,5,7,5,5,6,6,4,1,7,3,5,1,1,3,4,2,7,1,3,5,6,3,1
857,Female,12,3,5,2,3,1,5,7,3,4,1,2,7,3,4,1,7,3,1,1,1,7,7,4,2,2,4,7,6
858,Female,12,7,4,7,2,6,7,3,1,2,5,1,3,4,2,2,3,1,4,3,3,5,6,7,7,5,3,5,4
859,Female,4,2,1,1,2,3,3,4,1,4,5,7,6,5,7,3,4,5,5,3,2,4,5,5,1,1,1,7,2
860,Male,11,3,2,5,2,3,6,1,2,4,7,7,5,6,2,4,5,5,2,7,4,4,5,5,5,3,6,1,1
861,Female,5,5,4,5,4,3,3,2,1,1,7,2,2,6,3,6,4,3,2,3,7,3,5,4,7,6,5,5,3
862,Female,2,6,4,2,6,1,1,6,4,4,7,4,4,2,2,4,5,1,5,4,3,4,4,2,7,6,3,5,2
863,Male,1,1,4,6,4,1,1,6,3,4,1,4,3,4,5,3,3,7,1,6,6,2,1,7,7,2,1,3,3
864,Male,4,2,1,1,7,7,6,1,2,5,2,7,6,6,2,6,6,3,2,1,4,4,3,2,5,3,6,3,2
865,Male,9,5,4,2,5,6,1,2,4,6,4,3,1,2,6,4,5,1,7,2,3,3,7,4,4,4,3,1,2
866,Male,6,2,6,6,7,2,7,4,3,3,3,5,4,6,6,5,2,4,7,5,7,4,4,6,1,3,5,2,1
867,Female,12,4,6,1,3,7,1,7,3,6,4,2,7,2,2,4,2,7,1,5,3,4,3,4,5,2,3,4,1
868,Female,12,2,6,5,3,6,2,6,2,3,1,3,1,6,1,5,3,4,4,5,5,6,7,2,4,7,1,3,7
869,Female,6,4,3,1,6,7,6,1,5,4,6,7,1,7,2,2,3,6,7,2,5,4,3,6,3,4,2,3,7
870,Female,12,6,6,4,1,6,6,4,1,5,5,4,7,2,6,5,5,1,2,4,1,4,6,4,5,7,1,1,2
871,Male,5,6,3,1,5,2,1,4,1,4,2,4,4,1,3,1,7,6,3,5,3,4,2,1,6,5,6,2,1
872,Female,11,3,5,2,2,2,2,3,4,7,2,1,1,3,6,6,5,4,7,2,4,1,3,4,1,7,1,6,1
873,Male,6,6,2,4,2,4,4,6,4,3,4,1,6,1,2,7,7,2,6,2,2,4,1,6,2,2,1,5,2
874,Male,10,5,4,3,3,5,7,5,1,2,6,2,1,1,1,6,2,6,4,5,7,7,1,2,3,6,3,2,2
875,Male,2,5,4,3,5,7,5,5,7,4,2,5,7,2,4,5,3,4,4,2,5,2,3,1,4,2,1,2,2
876,Male,1,4,3,7,6,6,6,2,7,4,1,4,5,1,4,4,3,1,7,5,7,6,5,4,7,6,4,5,6
877,Female,8,1,7,6,2,4,2,6,4,1,2,6,3,1,4,1,3,6,3,6,4,5,7,6,6,6,1,6,2
878,Female,7,2,6,5,7,4,7,5,4,3,2,7,2,1,3,1,3,6,4,7,2,6,1,3,6,3,5,3,6
879,Female,7,7,1,5,2,5,5,4,3,5,7,5,1,4,7,6,6,7,1,6,4,3,1,1,1,5,3,1,2
880,Male,2,4,4,4,2,6,3,1,7,7,3,1,3,2,4,3,6,5,7,5,3,2,5,3,4,1,6,2,1
881,Male,5,4,7,2,2,6,6,6,6,6,1,3,5,7,2,4,4,1,5,6,3,3,2,6,1,4,3,7,7
882,Male,12,3,3,3,3,3,1,3,4,4,2,6,5,6,6,6,4,4,3,3,5,7,1,1,3,2,6,7,6
883,Male,4,4,7,1,7,2,3,6,6,2,2,2,7,7,7,5,6,7,1,3,7,1,4,4,4,3,7,6,3
884,Female,5,5,3,1,6,1,4,4,5,2,7,5,2,3,3,1,2,5,2,7,6,2,4,7,7,2,4,7,1
885,Male,7,5,5,7,7,1,6,4,5,5,7,7,6,5,3,5,1,4,5,1,6,6,2,1,5,4,5,3,4
886,Female,11,6,3,6,3,2,7,3,6,7,4,7,4,7,7,4,5,6,6,6,3,2,2,7,2,5,2,5,3
887,Male,1,5,4,6,4,7,2,4,4,3,1,7,6,6,4,4,2,1,5,6,3,1,4,7,1,3,2,7,1
888,Male,7,3,3,6,5,1,5,4,1,3,6,2,7,1,1,7,5,6,2,2,4,7,7,7,7,6,4,2,6
889,Male,10,4,5,6,5,7,7,6,6,1,3,7,2,5,4,2,6,6,3,4,6,5,7,4,4,5,4,6,5
890,Male,9,7,3,6,5,2,7,4,3,4,4,2,4,4,3,7,1,4,3,3,3,6,5,4,3,6,1,1,6
891,Male,5,2,4,1,4,5,3,3,7,3,4,1,3,7,6,2,5,4,2,3,2,2,2,5,6,7,2,3,2
892,Male,11,1,7,6,5,3,1,4,4,3,5,4,4,7,5,6,2,7,7,3,3,6,5,7,7,1,1,3,6
893,Female,10,3,4,7,2,5,6,7,6,7,2,3,3,2,5,4,6,1,6,2,6,4,5,7,4,7,5,1,1
894,Female,10,5,4,4,3,3,3,1,2,5,4,6,7,1,4,3,4,4,7,6,2,2,1,3,2,2,1,2,1
895,Female,3,6,5,6,3,7,6,7,6,1,4,5,2,7,4,6,4,5,4,3,1,4,7,1,5,2,2,5,2
896,Male,5,5,7,7,6,4,5,7,7,4,1,7,5,1,1,7,7,5,5,4,1,1,1,2,7,3,3,4,2
897,Male,12,4,6,5,7,5,2,1,5,1,6,6,3,1,3,1,5,5,3,4,4,6,1,7,1,5,7,6,6
898,Female,7,2,1,4,1,3,1,5,7,6,3,3,3,7,5,3,5,7,1,6,5,7,1,6,2,2,5,1,3
899,Female,9,4,1,5,6,7,7,1,2,2,2,4,4,2,3,3,4,2,1,1,1,2,4,5,1,2,1,7,7
900,Female,9,2,2,6,1,4,2,5,4,3,1,6,4,3,7,1,7,5,4,3,3,5,2,3,6,7,1,4,6
901,Female,7,5,7,6,5,4,5,5,5,1,1,2,4,5,2,5,6,2,3,5,3,1,7,1,3,1,4,4,6
902,Male,2,2,6,5,6,2,3,4,4,5,4,2,1,7,7,1,1,3,2,1,6,1,2,6,1,3,5,3,4
903,Female,10,3,3,3,3,3,7,3,1,1,5,5,2,1,2,4,6,7,7,5,2,3,4,6,2,5,2,4,3
904,Male,12,6,6,1,7,6,7,4,5,7,6,1,7,2,2,3,1,3,6,1,4,1,1,4,7,6,5,4,5
905,Female,12,5,4,5,3,3,3,7,4,6,1,5,1,3,5,3,7,2,7,5,5,6,6,2,6,3,1,3,2
906,Female,6,1,6,1,1,6,1,2,5,7,3,7,1,2,7,7,2,6,6,6,7,3,3,1,1,3,4,6,5
907,Male,1,3,4,5,5,1,5,4,3,1,7,6,4,5,1,5,5,3,5,5,7,3,5,5,7,4,5,5,5
908,Male,12,3,1,1,6,2,1,5,2,2,5,5,5,2,6,4,6,2,3,7,1,6,2,7,4,2,2,5,4
909,Male,4,3,1,1,3,2,1,5,6,5,4,7,1,3,7,5,1,6,7,2,2,6,1,2,6,4,6,2,6
910,Female,7,6,6,2,7,1,3,3,2,6,3,4,7,1,6,1,6,3,7,7,7,7,7,1,2,3,1,5,1
911,Male,9,7,7,2,7,4,4,4,3,4,4,5,3,3,6,2,5,2,6,2,4,6,4,7,6,5,1,2,6
912,Male,1,2,6,2,5,6,4,7,2,2,4,2,7,2,5,2,5,4,5,3,4,5,3,6,4,6,1,6,2
913,Male,10,2,5,4,6,5,1,6,1,6,2,2,6,5,2,1,3,2,4,7,2,1,6,1,6,4,5,6,4
914,Male,11,5,4,1,6,5,1,4,6,7,4,4,7,2,4,5,6,5,7,1,5,3,4,1,3,2,3,1,3
915,Male,8,1,5,2,3,7,6,3,4,6,1,1,2,7,5,7,5,6,4,1,5,4,7,1,1,7,5,5,3
916,Female,6,7,2,6,6,5,4,6,6,5,6,3,7,3,3,3,2,1,5,4,7,5,4,6,7,3,2,6,2
917,Female,1,7,4,2,5,6,7,6,2,3,1,7,2,1,2,3,6,5,4,3,4,6,7,7,4,5,5,6,5
918,Female,5,3,7,5,7,5,1,1,3,3,4,1,2,6,6,7,7,2,7,5,7,1,7,3,4,1,3,3,4
919,Male,9,7,6,5,4,2,2,5,6,5,6,7,7,2,4,7,7,5,2,3,5,3,5,6,3,2,2,2,1
920,Female,7,4,2,1,5,7,2,2,2,7,6,4,7,5,2,4,6,1,4,6,3,4,1,6,7,4,2,3,5
921,Male,6,7,6,2,1,1,4,5,7,1,1,2,2,6,1,5,4,7,2,6,2,5,1,6,2,1,3,4,2
922,Female,8,5,7,7,3,3,6,2,2,7,1,1,5,2,3,7,4,3,4,1,1,2,3,4,1,7,5,6,2
923,Male,6,5,3,1,7,6,1,2,1,7,5,7,4,4,4,6,6,2,4,4,1,3,7,1,1,5,5,1,2
924,Female,9,3,4,4,1,7,3,5,6,4,7,7,1,6,7,5,7,6,1,5,2,4,2,4,7,5,2,3,7
925,Female,1,7,1,1,3,1,1,1,4,3,5,7,6,7,4,3,7,7,1,4,2,5,4,3,5,5,5,6,7
926,Male,7,5,1,4,1,4,1,6,7,7,6,1,1,5,3,5,7,7,5,5,6,4,7,3,3,4,5,1,7
927,Female,8,7,2,6,1,2,3,6,1,4,5,1,6,1,5,5,6,6,2,7,6,4,4,7,2,1,1,6,7
928,Female,8,6,3,4,7,5,3,5,7,6,7,2,2,5,3,2,4,3,3,7,3,6,4,7,7,6,1,2,6
929,Female,3,6,4,5,1,6,2,1,5,1,7,2,7,4,5,5,5,5,3,7,2,6,1,5,4,4,2,7,1
930,Male,10,3,6,3,7,5,3,5,3,2,2,2,4,6,4,6,1,6,7,2,2,7,1,1,6,4,7,7,7
931,Female,2,2,3,7,3,1,6,5,5,7,6,2,1,7,1,1,6,2,4,1,2,5,3,1,3,6,3,4,6
932,Male,11,1,4,7,5,5,7,4,2,3,2,5,4,5,7,3,1,3,5,1,5,1,7,5,2,7,5,3,7
933,Male,4,6,1,1,7,4,2,4,7,1,3,5,5,2,1,2,6,3,3,7,4,3,2,6,5,2,3,2,7
934,Male,2,4,3,6,6,7,2,1,3,6,5,1,3,4,6,5,1,6,3,4,6,6,6,7,2,2,4,4,3
935,Male,4,2,6,1,5,4,4,3,1,7,3,1,3,2,1,5,7,2,3,2,3,3,5,7,7,5,4,7,2
936,Female,12,6,7,2,5,3,6,2,5,7,7,4,7,3,2,5,4,6,1,3,4,6,1,1,6,1,6,7,5
937,Female,9,3,1,1,7,7,2,3,2,1,5,6,5,5,2,5,1,5,2,3,7,7,1,3,4,1,1,6,6
938,Female,7,2,1,5,5,6,6,2,1,3,7,1,2,3,5,3,4,4,3,3,1,6,5,1,4,2,5,3,1
939,Male,2,4,1,4,2,7,2,6,6,2,4,4,3,5,7,1,5,7,2,5,1,4,4,4,7,5,7,7,3
940,Female,6,4,4,2,4,6,5,6,5,2,4,5,2,5,4,5,6,5,1,7,3,5,4,6,2,1,3,5,6
941,Male,3,2,5,2,5,5,1,2,1,2,7,7,3,7,6,6,4,2,4,1,1,4,6,1,3,4,2,3,3
942,Male,3,2,3,6,1,3,2,1,1,2,4,6,5,4,6,7,1,6,1,4,5,6,4,5,5,2,7,7,2
943,Female,4,5,5,2,6,6,2,5,7,3,5,3,7,5,7,2,1,4,6,4,4,1,1,4,6,2,5,6,1
944,Male,12,6,3,6,3,4,7,5,2,5,2,7,3,2,4,6,3,7,4,7,6,2,7,4,7,2,4,5,6
945,Male,2,2,7,6,1,5,7,1,1,3,5,7,5,4,1,1,6,1,7,5,3,1,3,4,6,3,5,4,7
946,Female,9,1,7,6,2,1,1,6,3,6,1,4,1,6,4,7,5,3,3,3,4,4,5,3,5,2,5,4,4
947,Female,2,4,3,5,5,3,5,5,5,4,4,3,3,6,2,6,1,7,2,4,2,6,4,3,6,7,1,4,1
948,Female,2,6,7,7,4,6,7,4,7,5,6,6,7,7,2,6,7,2,2,1,7,2,5,1,1,1,3,7,6
949,Female,11,4,2,5,1,1,1,7,5,7,2,2,4,7,5,7,1,5,4,7,6,6,4,2,3,3,6,5,5
950,Female,2,3,7,3,1,1,4,2,7,3,6,6,1,3,4,6,1,7,7,4,1,3,6,4,1,3,6,2,7
951,Female,1,1,3,6,1,5,3,6,4,2,3,2,4,2,5,7,7,1,1,1,6,1,5,2,4,3,4,3,1
952,Male,7,5,5,2,1,5,6,5,5,6,2,5,2,7,2,6,2,3,1,1,2,4,5,1,6,7,1,2,1
953,Male,9,5,2,3,3,7,1,2,2,1,4,4,3,5,7,7,1,5,2,7,5,4,6,2,5,6,3,4,7
954,Female,6,6,4,3,7,5,2,4,5,2,1,2,7,7,4,7,6,6,5,4,1,3,2,4,2,4,6,5,6
955,Female,8,3,4,5,5,7,1,4,5,3,1,3,7,5,6,1,5,6,5,1,2,5,7,6,2,7,5,7,2
956,Male,2,5,1,2,2,5,2,3,2,4,3,6,2,2,6,6,4,4,1,7,5,3,1,3,7,7,7,3,4
957,Female,4,3,4,6,3,1,4,7,6,2,4,4,4,6,7,4,4,7,7,5,7,3,7,7,4,1,5,3,7
958,Female,2,3,3,6,1,7,7,7,7,2,7,1,6,3,1,6,7,2,3,5,2,4,1,1,2,1,2,5,1
959,Male,4,3,3,7,2,4,7,3,1,7,6,2,5,7,6,1,5,1,3,7,1,4,2,6,6,2,4,1,4
960,Male,3,4,6,6,1,3,7,3,3,6,7,7,4,4,1,6,7,2,2,3,6,5,1,5,2,6,4,1,2
961,Female,6,3,1,6,6,2,7,1,7,7,2,1,6,1,5,4,6,7,6,5,1,5,3,1,3,6,1,7,3
962,Male,7,6,5,3,4,5,3,3,6,6,1,3,4,3,7,6,3,4,6,3,7,2,1,4,1,4,7,5,2
963,Male,9,1,4,7,7,5,3,7,5,5,1,7,4,3,3,6,6,6,4,1,4,2,6,6,3,2,5,6,7
964,Female,6,5,2,7,2,1,1,3,2,1,4,7,2,6,3,5,1,1,4,1,2,3,3,1,6,3,6,3,5
965,Female,9,2,4,5,1,7,6,2,6,3,4,2,5,6,3,7,2,6,3,6,4,2,4,6,1,5,1,3,2
966,Male,9,3,4,4,5,4,4,2,3,6,1,6,1,2,7,7,6,2,6,4,4,7,6,2,1,7,7,3,5
967,Male,8,4,4,3,7,7,4,2,4,2,1,7,7,7,4,7,5,6,1,6,4,6,4,4,2,4,2,5,5
968,Male,4,6,5,4,7,6,5,1,5,7,4,6,5,5,4,5,4,4,1,3,3,1,5,3,2,6,1,3,4
969,Male,1,5,6,6,6,6,7,3,6,7,3,3,4,6,1,2,3,1,1,1,7,5,2,1,1,4,2,6,5
970,Male,12,6,4,3,5,5,6,2,2,3,1,7,6,3,4,5,4,5,1,4,5,5,3,7,6,3,6,6,5
971,Male,1,6,4,1,6,6,6,4,2,5,3,1,4,4,4,4,7,1,5,6,5,4,6,4,7,4,4,1,2
972,Male,8,6,5,4,1,5,7,5,5,3,7,1,4,2,5,6,6,6,4,7,1,5,3,1,7,1,2,1,4
973,Male,7,6,2,3,6,4,3,2,7,1,5,4,5,6,1,6,2,7,4,1,3,2,4,7,6,3,2,5,7
974,Female,3,7,1,6,4,1,5,4,7,4,3,5,1,3,5,2,3,3,2,2,2,5,5,1,4,5,6,3,3
975,Female,2,5,1,7,3,5,7,7,4,6,2,7,5,1,3,2,7,2,1,3,6,6,3,1,4,3,5,1,4
976,Female,12,5,3,6,1,7,2,2,6,5,2,4,7,7,3,4,3,3,7,6,1,3,1,1,2,4,6,3,4
977,Male,8,4,5,2,1,2,2,3,5,2,5,1,2,6,1,5,7,2,4,3,4,6,3,7,7,6,2,3,1
978,Male,11,3,1,6,6,1,4,6,4,3,7,3,5,3,2,7,7,3,3,1,6,5,5,2,5,3,3,7,1
979,Male,7,5,1,2,5,1,6,2,5,4,4,2,3,6,6,5,6,1,4,4,6,7,4,5,4,3,5,3,1
980,Male,2,1,7,7,6,2,2,5,7,4,4,6,4,7,3,7,7,4,3,6,5,6,6,7,7,3,6,5,4
981,Female,3,4,5,3,1,6,5,5,2,7,2,3,1,7,2,6,7,7,2,3,4,4,4,1,5,6,6,6,1
982,Male,5,4,4,6,6,4,4,5,4,4,3,2,6,5,6,6,5,4,3,4,1,4,2,6,7,5,6,4,7
983,Female,3,3,3,6,2,5,4,1,6,5,5,1,4,3,5,3,1,7,3,2,7,5,5,3,4,1,4,3,1
984,Male,3,6,1,1,6,3,6,7,2,3,7,3,5,6,2,2,2,7,7,7,4,2,1,2,2,6,2,5,2
985,Female,3,6,4,7,7,4,5,1,5,3,3,3,4,4,4,5,6,5,3,1,5,5,2,7,7,2,5,7,5
986,Male,4,2,1,3,3,3,2,1,2,2,4,1,3,3,6,6,5,2,4,4,6,7,5,5,4,1,4,1,7
987,Male,3,5,5,5,7,1,4,5,6,5,7,1,4,4,4,5,1,4,2,2,5,7,3,4,4,6,1,1,5
988,Male,10,2,4,7,5,5,2,4,2,7,7,5,6,1,4,6,2,7,5,5,4,2,1,6,3,5,6,3,1
989,Female,10,2,4,5,4,7,5,4,2,3,3,2,5,4,1,2,3,3,6,2,7,5,4,4,6,5,1,2,2
990,Male,11,4,6,6,2,1,3,6,5,1,2,7,5,3,3,5,3,7,1,3,7,1,3,3,7,2,5,2,5
991,Male,6,2,6,5,2,1,6,2,5,4,7,4,5,5,3,7,1,7,3,4,3,4,6,2,5,3,4,7,1
992,Female,10,7,3,7,6,4,3,3,6,2,2,3,2,6,2,2,1,6,2,4,6,4,4,1,6,6,6,6,3
993,Female,3,2,3,5,3,5,7,4,6,2,7,6,2,1,3,6,7,2,4,5,5,6,2,6,2,7,2,7,6
994,Female,11,1,1,3,1,3,6,4,6,6,7,5,4,2,2,1,2,6,1,6,1,7,5,3,7,3,4,3,3
995,Male,11,3,5,6,6,1,6,1,3,5,6,1,3,2,3,2,2,1,1,6,5,4,2,4,4,4,7,3,3
996,Female,7,6,3,7,5,2,1,5,4,2,5,4,1,3,5,6,1,1,3,3,4,1,7,6,4,5,7,2,4
997,Female,12,3,6,4,7,5,1,4,2,3,3,5,3,5,6,1,3,7,5,7,1,4,4,2,1,3,4,7,7
998,Female,11,6,2,3,5,6,3,2,2,2,6,7,6,4,4,1,5,6,4,5,1,3,1,6,2,4,7,4,3
999,Female,7,5,5,2,6,6,7,4,5,5,6,3,6,7,3,3,3,2,2,6,4,3,3,6,7,3,2,6,2
1000,Female,10,3,2,3,1,5,1,5,2,5,4,2,6,4,2,5,1,5,1,2,7,3,3,1,1,3,5,7,3
1001,Female,4,3,3,2,4,6,6,2,1,1,6,6,1,4,1,5,3,7,4,3,4,3,4,7,5,2,6,4,1
1002,Male,2,6,1,3,2,3,5,3,4,4,4,3,7,2,1,2,6,6,1,1,6,1,3,4,6,3,4,2,2
1003,Male,5,2,2,6,3,6,2,4,4,7,1,4,2,5,5,2,3,4,1,7,1,2,6,6,5,6,7,4,7
1004,Male,12,6,2,1,2,1,7,1,3,7,2,1,6,7,2,5,6,7,5,5,5,4,3,6,7,7,4,7,4
1005,Male,8,4,6,7,6,6,4,2,3,6,4,1,5,4,3,6,1,2,4,1,6,3,6,7,1,1,7,1,7
1006,Male,2,5,1,5,3,5,3,6,6,1,1,2,7,1,4,4,3,7,4,1,7,3,2,7,1,4,3,1,3
1007,Male,3,7,3,2,4,2,3,4,6,4,5,7,7,5,7,4,7,4,2,4,3,7,2,2,6,1,2,1,3
1008,Male,7,1,5,5,5,2,5,2,3,7,7,1,3,7,6,3,5,2,3,1,1,6,7,3,5,3,3,3,6
1009,Male,4,5,3,5,4,3,4,5,6,3,3,6,2,2,6,4,3,1,7,4,6,2,2,7,6,5,3,6,2
1010,Female,1,4,7,5,3,7,7,6,7,7,2,5,4,4,6,1,6,7,5,2,4,4,2,7,3,3,6,2,3
1011,Male,1,3,5,1,7,5,2,6,1,7,1,7,6,4,4,7,1,1,3,1,4,3,1,6,3,3,3,5,7
1012,Male,12,2,5,4,6,1,2,2,1,4,4,3,5,3,2,4,7,6,5,2,3,3,6,3,7,6,7,2,4
1013,Male,6,2,1,1,5,3,1,2,5,5,3,7,1,3,6,3,3,1,5,2,3,1,5,5,2,5,2,5,6
1014,Female,4,5,7,4,6,1,7,5,3,3,7,3,4,2,4,6,1,2,5,3,7,6,1,6,1,7,5,1,3
1015,Male,5,1,4,7,3,2,7,4,7,1,6,5,3,1,5,3,1,5,4,1,2,2,1,5,6,4,4,5,2
1016,Male,3,3,6,3,6,6,6,7,5,4,3,5,4,4,3,3,2,4,1,2,6,7,4,4,5,5,1,5,7
1017,Female,4,2,3,7,1,2,1,4,5,6,3,3,2,3,1,3,1,5,1,5,7,1,3,4,6,1,1,3,3
1018,Female,12,7,1,2,7,2,1,4,4,1,4,3,2,4,2,3,2,4,1,6,3,2,7,3,5,3,7,1,6
1019,Male,8,6,6,3,3,7,4,7,2,3,6,1,2,1,7,5,4,4,3,5,4,1,7,1,5,1,4,1,7
1020,Female,5,4,6,2,4,5,4,2,5,2,1,3,4,1,7,2,5,4,5,4,6,1,6,4,6,1,4,2,6
1021,Female,3,2,3,1,4,5,3,1,6,1,5,1,5,1,3,6,4,3,5,5,7,5,7,4,5,4,3,5,4
1022,Male,5,1,2,6,5,5,4,5,6,4,7,7,6,2,5,4,1,5,6,6,6,1,3,5,4,7,6,5,4
1023,Male,11,3,2,5,1,1,2,3,6,3,3,3,1,1,4,2,1,7,5,4,1,2,7,6,2,4,6,5,2
1024,Male,2,5,3,5,4,6,6,7,6,4,7,5,7,5,2,7,6,3,2,1,1,5,5,2,4,4,4,4,6
1025,Male,9,7,2,6,4,7,2,5,1,4,3,7,7,4,4,2,5,4,5,7,7,4,7,4,2,5,5,2,4
1026,Male,12,1,4,3,5,7,6,7,1,5,4,2,4,3,1,2,5,4,2,5,1,4,4,7,5,2,5,4,2
1027,Male,5,2,4,1,4,1,3,7,6,7,3,7,3,2,6,4,5,7,3,6,4,1,2,1,2,3,2,1,2
1028,Male,9,1,6,4,4,1,6,7,3,7,4,2,7,5,5,5,3,2,2,7,7,6,3,7,7,4,2,4,3
1029,Female,12,1,5,2,2,1,6,2,6,6,5,3,6,7,1,3,7,2,7,1,6,6,2,3,5,4,3,4,3
1030,Female,11,7,1,5,5,2,2,5,7,3,7,4,4,5,5,5,3,2,6,5,6,6,5,5,2,6,2,5,6
1031,Male,3,2,1,7,1,1,1,7,5,7,6,7,3,2,7,2,6,5,7,1,4,4,3,7,5,5,6,2,3
1032,Female,7,4,1,3,4,7,2,3,5,7,6,6,4,1,7,6,7,3,6,4,5,4,3,4,6,6,1,2,1
1033,Male,9,6,5,3,7,7,5,7,2,1,1,4,7,5,2,4,3,7,1,7,4,5,2,1,5,2,4,5,4
1034,Female,4,3,2,1,7,2,3,3,6,5,7,6,3,7,1,5,4,2,2,4,7,5,5,3,5,2,4,2,5
1035,Female,6,5,3,5,2,7,3,2,3,3,5,2,1,2,7,4,6,2,6,6,4,4,4,6,1,5,2,6,4
1036,Female,4,1,7,7,4,5,6,6,1,5,2,3,6,2,1,6,6,1,1,1,7,4,7,7,3,4,6,6,2
1037,Female,12,5,5,7,3,4,7,3,5,1,4,2,4,3,2,3,4,5,3,1,6,1,3,5,4,1,6,6,5
1038,Female,5,2,4,3,7,5,7,7,2,4,2,3,1,3,1,1,1,5,6,6,2,3,2,7,5,5,4,5,1
1039,Male,12,6,4,7,2,7,5,4,2,4,3,3,6,6,1,2,6,2,4,5,2,7,1,3,7,5,3,5,7
1040,Female,7,1,1,5,7,5,4,7,1,3,4,6,1,4,7,2,3,4,5,5,5,1,7,7,3,3,1,5,5
1041,Male,11,1,6,2,2,7,7,6,7,6,7,3,5,1,2,7,1,1,2,4,5,2,1,6,1,7,1,1,4
1042,Male,6,7,1,1,1,7,4,5,6,6,3,1,3,2,2,5,1,4,4,7,1,6,7,1,5,7,2,7,5
1043,Male,1,6,4,5,2,5,5,1,7,6,1,2,4,7,1,4,5,1,3,4,3,3,6,4,6,4,5,2,2
1044,Female,8,3,5,2,3,7,6,4,6,5,6,5,2,2,7,4,2,2,2,4,3,1,4,3,5,1,4,7,2
1045,Male,12,3,4,4,6,1,7,2,2,2,4,2,3,7,5,6,4,1,4,1,3,7,1,5,6,3,4,6,2
